"TABLA 34: ""INSTITUCIONES EDUCATIVAS Y SUS CARRERAS""",,,,,Vigente a partir del 01/07/2014,,
Elaborada según el Clasificador de Instituciones de Educación Superior y Técnico Productivas (v1) y el Clasificador de Carreras de Educación Superior y Técnico productivas (v1) aprobados por el Instituto Nacional de Estadística e Informática - INEI.,,,,,,,
Abreviaturas,,,,,,,
IEST : Instituto de Educación Superior Técnologica.,,,,,,,
ISP : Instituto Superior Pedagógico.,,,,,,,
ESFA : Educación Superior de Formación Artística. ,,,,,,,
UNIV: Universidad.,,,,,,,
FFAA y Policía : Escuelas e Institutos de Educación Superior Tecnológicos de las Fuerzas Armadas y Policiales.,,,,,,,
COD. REGIMEN,DESC. REGIMEN,COD. TIPO INST.,DESC. TIPO INST.,COD.  INSTITUCIÓN,DESC. INSTITUCIÓN,COD.  CARRERA,DESC. CARRERA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140680959,LUIS E VALCARCEL,525065, ELECTRÓNICA INDUSTRIAL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140680959,LUIS E VALCARCEL,526165, MECÁNICA AUTOMOTRIZ
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140680959,LUIS E VALCARCEL,531025, CONSTRUCCIÓN CIVIL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140680959,LUIS E VALCARCEL,441095, COMPUTACIÓN E INFORMÁTICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141180686,LUIS F. AGURTO OLAYA,522025, INDUSTRIAS ALIMENTARIAS
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141180686,LUIS F. AGURTO OLAYA,714035, ENFERMERÍA TÉCNICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141180686,LUIS F. AGURTO OLAYA,531025, CONSTRUCCIÓN CIVIL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140752469,LUIS FELIPE DE LAS CASAS GRIEVE,526185, MECÁNICA DE PRODUCCIÓN
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140752469,LUIS FELIPE DE LAS CASAS GRIEVE,714035 , ENFERMERÍA TÉCNICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140752469,LUIS FELIPE DE LAS CASAS GRIEVE,526165, MECÁNICA AUTOMOTRIZ
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140752469,LUIS FELIPE DE LAS CASAS GRIEVE,441095, COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240911768,LUIS LUMIERE,441095, COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240911768,LUIS LUMIERE,337025, SECRETARIADO EJECUTIVO
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141065176,LUIS NEGREIROS VEGA,526165, MECÁNICA AUTOMOTRIZ
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141065176,LUIS NEGREIROS VEGA,525065, ELECTRÓNICA INDUSTRIAL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141065176,LUIS NEGREIROS VEGA,526185, MECÁNICA DE PRODUCCIÓN
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141065176,LUIS NEGREIROS VEGA,342025, CONTABILIDAD
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141065176,LUIS NEGREIROS VEGA,441095, COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240815183,LUIS PASTEUR-CUSCO,713015, PRÓTESIS DENTAL
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240815183,LUIS PASTEUR-CUSCO,714035, ENFERMERÍA TÉCNICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240815183,LUIS PASTEUR-CUSCO,716015, FARMACIA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141355676,LURIN,342025, CONTABILIDAD
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141355676,LURIN,713015, PRÓTESIS DENTAL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141355676,LURIN,441095 , COMPUTACIÓN E INFORMÁTICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141167923,MACHE,342025, CONTABILIDAD
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141167923,MACHE,611115, PRODUCCIÓN AGROPECUARIA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141024785,MACUSANI,714035, ENFERMERÍA TÉCNICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141024785,MACUSANI,441095, COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241390434,MADRE DEL AMOR HERMOSO,441095 , COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241232214,MADRE JOSEFINA VANNINI,714035, ENFERMERÍA TÉCNICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141249077,MAGDA PORTAL - CIENEGUILLA,332065, ADMINISTRACIÓN DE SERVICIOS DE HOSTELERÍA 
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141149459,MANOS UNIDAS,611115, PRODUCCIÓN AGROPECUARIA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141149459,MANOS UNIDAS,612015 , ADMINISTRACIÓN DE RECURSOS FORESTALES 
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141149459,MANOS UNIDAS,342025, CONTABILIDAD
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141149459,MANOS UNIDAS,526185, MECÁNICA DE PRODUCCIÓN
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140934570,MANU,811055, GUÍA OFICIAL DE TURISMO 
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140934570,MANU,594025, MEDIO AMBIENTE
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141198217,MANUEL ANTONIO HIERRO POZO,611015, ADMINISTRACIÓN DE NEGOCIOS AGROPECUARIOS 
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141198217,MANUEL ANTONIO HIERRO POZO,526185, MECÁNICA DE PRODUCCIÓN
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141198217,MANUEL ANTONIO HIERRO POZO,524035, ELECTROTÉCNIA INDUSTRIAL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141198217,MANUEL ANTONIO HIERRO POZO,526165, MECÁNICA AUTOMOTRIZ
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141198217,MANUEL ANTONIO HIERRO POZO,441095 , COMPUTACIÓN E INFORMÁTICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141065655,MANUEL AREVALO CACERES,524035, ELECTROTÉCNIA INDUSTRIAL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141065655,MANUEL AREVALO CACERES,522025, INDUSTRIAS ALIMENTARIAS
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141065655,MANUEL AREVALO CACERES,714035, ENFERMERÍA TÉCNICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141065655,MANUEL AREVALO CACERES,441095, COMPUTACIÓN E INFORMÁTICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140660936,MANUEL GONZALES PRADA,526185, MECÁNICA DE PRODUCCIÓN
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140660936,MANUEL GONZALES PRADA,524035, ELECTROTÉCNIA INDUSTRIAL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140660936,MANUEL GONZALES PRADA,342025, CONTABILIDAD
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140660936,MANUEL GONZALES PRADA,441095, COMPUTACIÓN E INFORMÁTICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141155860,MANUEL JESUS DIAZ MURRUGARRA,522025, INDUSTRIAS ALIMENTARIAS
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141155860,MANUEL JESUS DIAZ MURRUGARRA,714035, ENFERMERÍA TÉCNICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141155860,MANUEL JESUS DIAZ MURRUGARRA,611115, PRODUCCIÓN AGROPECUARIA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240709550,MANUEL MESONES MURO - MASTER SYSTEM,441095, COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240709550,MANUEL MESONES MURO - MASTER SYSTEM,331035, ADMINISTRACIÓN BANCARIA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240709550,MANUEL MESONES MURO - MASTER SYSTEM,342025, CONTABILIDAD
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240709550,MANUEL MESONES MURO - MASTER SYSTEM,333015, MARKETING
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240709550,MANUEL MESONES MURO - MASTER SYSTEM,337025, SECRETARIADO EJECUTIVO
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240709550,MANUEL MESONES MURO - MASTER SYSTEM,714035 , ENFERMERÍA TÉCNICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240709550,MANUEL MESONES MURO - MASTER SYSTEM,214025, TRADUCCIÓN DE IDIOMAS
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240709550,MANUEL MESONES MURO - MASTER SYSTEM,716015 , FARMACIA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140481226,MANUEL NUÑEZ BUTRON,337025, SECRETARIADO EJECUTIVO
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140481226,MANUEL NUÑEZ BUTRON,342025, CONTABILIDAD
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140481226,MANUEL NUÑEZ BUTRON,527025 , EXPLOTACIÓN MINERA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140481226,MANUEL NUÑEZ BUTRON,526185, MECÁNICA DE PRODUCCIÓN
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140481226,MANUEL NUÑEZ BUTRON,714035 , ENFERMERÍA TÉCNICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140481226,MANUEL NUÑEZ BUTRON,526165, MECÁNICA AUTOMOTRIZ
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140481226,MANUEL NUÑEZ BUTRON,715025, LABORATORIO CLÍNICO
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140481226,MANUEL NUÑEZ BUTRON,713015, PRÓTESIS DENTAL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140481226,MANUEL NUÑEZ BUTRON,441095, COMPUTACIÓN E INFORMÁTICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141060110,MANUEL SCORZA TORRE,611115, PRODUCCIÓN AGROPECUARIA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141060110,MANUEL SCORZA TORRE,531025, CONSTRUCCIÓN CIVIL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141060110,MANUEL SCORZA TORRE,441095, COMPUTACIÓN E INFORMÁTICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141064971,MANUEL SEOANE CORRALES,342025, CONTABILIDAD
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141064971,MANUEL SEOANE CORRALES,524035, ELECTROTÉCNIA INDUSTRIAL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141064971,MANUEL SEOANE CORRALES,422025, QUÍMICA INDUSTRIAL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141064971,MANUEL SEOANE CORRALES,526185, MECÁNICA DE PRODUCCIÓN
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141064971,MANUEL SEOANE CORRALES,714035, ENFERMERÍA TÉCNICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141064971,MANUEL SEOANE CORRALES,526165, MECÁNICA AUTOMOTRIZ
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141064971,MANUEL SEOANE CORRALES,441095, COMPUTACIÓN E INFORMÁTICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141016484,MANUEL YARLEQUE ESPINOZA,331095, ADMINISTRACIÓN DE EMPRESAS
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141016484,MANUEL YARLEQUE ESPINOZA,714035, ENFERMERÍA TÉCNICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141016484,MANUEL YARLEQUE ESPINOZA,526165, MECÁNICA AUTOMOTRIZ
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141016484,MANUEL YARLEQUE ESPINOZA,441095, COMPUTACIÓN E INFORMÁTICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141276492,MAÑAZO,611115, PRODUCCIÓN AGROPECUARIA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141276492,MAÑAZO,441035, ADMINISTRACIÓN Y SISTEMAS
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140814749,MARCO,611115, PRODUCCIÓN AGROPECUARIA 
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140814749,MARCO,714035 , ENFERMERÍA TÉCNICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140814749,MARCO,522025, INDUSTRIAS ALIMENTARIAS
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140814749,MARCO,528015, DISEÑO DE MODAS
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140814749,MARCO,441095, COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241065770,MARIA DE LOS ANGELES CIMAS,441095, COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241065770,MARIA DE LOS ANGELES CIMAS,714035, ENFERMERÍA TÉCNICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241065770,MARIA DE LOS ANGELES CIMAS,342025, CONTABILIDAD
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241065770,MARIA DE LOS ANGELES CIMAS,337025, SECRETARIADO EJECUTIVO
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241065770,MARIA DE LOS ANGELES CIMAS,333015, MARKETING
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241065770,MARIA DE LOS ANGELES CIMAS,715025, LABORATORIO CLÍNICO
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241065770,MARIA DE LOS ANGELES CIMAS,716015, FARMACIA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241065770,MARIA DE LOS ANGELES CIMAS,713015, PRÓTESIS DENTAL
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241123926,MARIA ELENA MOYANO,441095, COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241123926,MARIA ELENA MOYANO,342025, CONTABILIDAD
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241123926,MARIA ELENA MOYANO,337025, SECRETARIADO EJECUTIVO
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241123926,MARIA ELENA MOYANO,321115, PRODUCCIÓN DE PROGRAMAS DE TELEVISIÓN
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240745679,MARIA MONTESSORI,441095, COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240745679,MARIA MONTESSORI,714035 , ENFERMERÍA TÉCNICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240745679,MARIA MONTESSORI,528015, DISEÑO DE MODAS
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240745679,MARIA MONTESSORI,715015, FISIOTERAPIA Y REHABILITACIÓN
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240745679,MARIA MONTESSORI,713015, PRÓTESIS DENTAL
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240745679,MARIA MONTESSORI,715025, LABORATORIO CLÍNICO
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),240745679,MARIA MONTESSORI,716015 , FARMACIA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241140268,MARIA PARADO DE BELLIDO-HUAMANGA,441095 , COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241140268,MARIA PARADO DE BELLIDO-HUAMANGA,337025, SECRETARIADO EJECUTIVO
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241140268,MARIA PARADO DE BELLIDO-HUAMANGA,714035, ENFERMERÍA TÉCNICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241124411,MARIA PARADO DE BELLIDO-SAN MARTIN,714035, ENFERMERÍA TÉCNICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241124411,MARIA PARADO DE BELLIDO-SAN MARTIN,528015, DISEÑO DE MODAS
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241124411,MARIA PARADO DE BELLIDO-SAN MARTIN,812015, COSMÉTICA DERMATOLÓGICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241124411,MARIA PARADO DE BELLIDO-SAN MARTIN,331095, ADMINISTRACIÓN DE EMPRESAS
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140478412,MARIA ROSARIO ARAOZ PINTO,526165, MECÁNICA AUTOMOTRIZ
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140478412,MARIA ROSARIO ARAOZ PINTO,526185, MECÁNICA DE PRODUCCIÓN
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140478412,MARIA ROSARIO ARAOZ PINTO,331095 , ADMINISTRACIÓN DE EMPRESAS
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140478412,MARIA ROSARIO ARAOZ PINTO,337025, SECRETARIADO EJECUTIVO
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140478412,MARIA ROSARIO ARAOZ PINTO,342025, CONTABILIDAD
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140478412,MARIA ROSARIO ARAOZ PINTO,222165 , DISEÑO PUBLICITARIO
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140478412,MARIA ROSARIO ARAOZ PINTO,222125 , DISEÑO GRÁFICO
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140478412,MARIA ROSARIO ARAOZ PINTO,531025, CONSTRUCCIÓN CIVIL
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140478412,MARIA ROSARIO ARAOZ PINTO,441095, COMPUTACIÓN E INFORMÁTICA
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),141417203,MARIANO BONIN,714035, ENFERMERÍA TÉCNICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241135334,MARIANO IBERICO RODRIGUEZ,531025, CONSTRUCCIÓN CIVIL
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241135334,MARIANO IBERICO RODRIGUEZ,714035, ENFERMERÍA TÉCNICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241135334,MARIANO IBERICO RODRIGUEZ,342025, CONTABILIDAD
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241135334,MARIANO IBERICO RODRIGUEZ,331095, ADMINISTRACIÓN DE EMPRESAS
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140920769,MARIO GUTIERREZ LOPEZ,526185, MECÁNICA DE PRODUCCIÓN
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140920769,MARIO GUTIERREZ LOPEZ,528095, INDUSTRIA DEL VESTIDO
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140920769,MARIO GUTIERREZ LOPEZ,526165, MECÁNICA AUTOMOTRIZ
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140920769,MARIO GUTIERREZ LOPEZ,441095, COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241582196,MARIO SAMAME BOGGIO,531025, CONSTRUCCIÓN CIVIL
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241582196,MARIO SAMAME BOGGIO,526085, MANTENIMIENTO DE MAQUINARIA PESADA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241582196,MARIO SAMAME BOGGIO,527025 , EXPLOTACIÓN MINERA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241582196,MARIO SAMAME BOGGIO,527015 , CONCENTRACIÓN DE MINERALES
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241582196,MARIO SAMAME BOGGIO,526195, MECÁNICA HIDRÁULICA
2,PRIVADA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),241126549,MARISCAL DOMINGO NIETO,441075, ANALISTA PROGRAMADOR
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140721696,MARISCAL RAMON CASTILLA,611115, PRODUCCIÓN AGROPECUARIA 
1,PÚBLICA,4,INSTITUTOS DE EDUCACIÓN SUPERIOR TECNOLÓGICA (IEST),140721696,MARISCAL RAMON CASTILLA,524035, ELECTROTÉCNIA INDUSTRIAL
